instance_type=c1.xlarge
10.31.147.48   10.158.72.226 8 2683.930000
10.31.147.48   10.31.203.120 6 3162.160000
10.31.147.48   10.31.153.197 6 2767.410000
10.31.147.48   10.168.15.211 8 4437.400000
10.31.147.48   10.31.154.34 6 2992.850000
10.31.147.48   10.29.22.196 8 4052.370000
10.31.147.48   10.170.8.148 8 3023.580000
10.31.147.48   10.168.33.219 8 2652.280000
10.31.147.48   10.31.179.89 6 3200.850000
10.158.72.226   10.31.147.48 8 1087.060000
10.158.72.226   10.31.203.120 8 1063.880000
10.158.72.226   10.31.153.197 8 1065.200000
10.158.72.226   10.168.15.211 8 1073.350000
10.158.72.226   10.31.154.34 8 1061.930000
10.158.72.226   10.29.22.196 8 1074.270000
10.158.72.226   10.170.8.148 8 1063.150000
10.158.72.226   10.168.33.219 8 1064.470000
10.158.72.226   10.31.179.89 8 1065.160000
10.31.203.120   10.31.147.48 6 1083.720000
10.31.203.120   10.158.72.226 8 1065.060000
10.31.203.120   10.31.153.197 6 1067.810000
10.31.203.120   10.168.15.211 8 1073.670000
10.31.203.120   10.31.154.34 6 1066.230000
10.31.203.120   10.29.22.196 8 1067.880000
10.31.203.120   10.170.8.148 8 1066.170000
10.31.203.120   10.168.33.219 8 1064.420000
10.31.203.120   10.31.179.89 6 1063.300000
10.31.153.197   10.31.147.48 6 1086.640000
10.31.153.197   10.158.72.226 8 1066.050000
10.31.153.197   10.31.203.120 6 1077.390000
10.31.153.197   10.168.15.211 8 1070.660000
10.31.153.197   10.31.154.34 6 1065.830000
10.31.153.197   10.29.22.196 8 1085.350000
10.31.153.197   10.170.8.148 8 1062.690000
10.31.153.197   10.168.33.219 8 1071.880000
10.31.153.197   10.31.179.89 6 1064.620000
10.168.15.211   10.31.147.48 8 1086.330000
10.168.15.211   10.158.72.226 8 1065.130000
10.168.15.211   10.31.203.120 8 1086.370000
10.168.15.211   10.31.153.197 8 1063.740000
10.168.15.211   10.31.154.34 8 1072.750000
10.168.15.211   10.29.22.196 8 1068.560000
10.168.15.211   10.170.8.148 8 1066.610000
10.168.15.211   10.168.33.219 6 1086.770000
10.168.15.211   10.31.179.89 8 1066.640000
10.31.154.34   10.31.147.48 6 1086.810000
10.31.154.34   10.158.72.226 8 1070.200000
10.31.154.34   10.31.203.120 6 1065.850000
10.31.154.34   10.31.153.197 6 1065.840000
10.31.154.34   10.168.15.211 8 1084.460000
10.31.154.34   10.29.22.196 8 1061.890000
10.31.154.34   10.170.8.148 8 1062.720000
10.31.154.34   10.168.33.219 8 1067.200000
10.31.154.34   10.31.179.89 4 1082.650000
10.29.22.196   10.31.147.48 8 1086.790000
10.29.22.196   10.158.72.226 8 1064.050000
10.29.22.196   10.31.203.120 8 1064.800000
10.29.22.196   10.31.153.197 8 1064.260000
10.29.22.196   10.168.15.211 8 1086.180000
10.29.22.196   10.31.154.34 8 1070.680000
10.29.22.196   10.170.8.148 8 1063.200000
10.29.22.196   10.168.33.219 8 1065.230000
10.29.22.196   10.31.179.89 8 1065.590000
10.170.8.148   10.31.147.48 8 1087.030000
10.170.8.148   10.158.72.226 8 1064.050000
10.170.8.148   10.31.203.120 8 1063.060000
10.170.8.148   10.31.153.197 8 1065.110000
10.170.8.148   10.168.15.211 8 1064.360000
10.170.8.148   10.31.154.34 8 1063.240000
10.170.8.148   10.29.22.196 8 1064.650000
10.170.8.148   10.168.33.219 8 1071.150000
10.170.8.148   10.31.179.89 8 1064.850000
10.168.33.219   10.31.147.48 8 1086.000000
10.168.33.219   10.158.72.226 8 1067.200000
10.168.33.219   10.31.203.120 8 1063.980000
10.168.33.219   10.31.153.197 8 1066.550000
10.168.33.219   10.168.15.211 6 1067.180000
10.168.33.219   10.31.154.34 8 1066.250000
10.168.33.219   10.29.22.196 8 1066.270000
10.168.33.219   10.170.8.148 8 1068.410000
10.168.33.219   10.31.179.89 8 1068.420000
10.31.179.89   10.31.147.48 6 1086.690000
10.31.179.89   10.158.72.226 8 1068.060000
10.31.179.89   10.31.203.120 6 1062.260000
10.31.179.89   10.31.153.197 6 1063.600000
10.31.179.89   10.168.15.211 8 1069.400000
10.31.179.89   10.31.154.34 4 1064.860000
10.31.179.89   10.29.22.196 8 1074.140000
10.31.179.89   10.170.8.148 8 1065.270000
10.31.179.89   10.168.33.219 8 1066.690000
