instance_type=c1.xlarge
10.31.175.210   10.159.24.237 8 1024.600000
10.31.175.210   10.168.22.224 8 1068.350000
10.31.175.210   10.170.10.169 8 1074.020000
10.31.175.210   10.31.203.120 6 1063.370000
10.31.175.210   10.158.2.130 8 1081.710000
10.31.175.210   10.158.8.226 8 1065.600000
10.31.175.210   10.170.5.94 8 1068.870000
10.31.175.210   10.170.9.117 8 1064.660000
10.31.175.210   10.159.57.26 8 1063.770000
10.159.24.237   10.31.175.210 8 1083.780000
10.159.24.237   10.168.22.224 8 1067.070000
10.159.24.237   10.170.10.169 8 1068.920000
10.159.24.237   10.31.203.120 8 1067.830000
10.159.24.237   10.158.2.130 8 1065.010000
10.159.24.237   10.158.8.226 8 1064.030000
10.159.24.237   10.170.5.94 8 1067.470000
10.159.24.237   10.170.9.117 8 1066.530000
10.159.24.237   10.159.57.26 6 1062.540000
10.168.22.224   10.31.175.210 8 1086.760000
10.168.22.224   10.159.24.237 8 1066.850000
10.168.22.224   10.170.10.169 8 1079.090000
10.168.22.224   10.31.203.120 8 1064.960000
10.168.22.224   10.158.2.130 8 1067.240000
10.168.22.224   10.158.8.226 8 1063.380000
10.168.22.224   10.170.5.94 8 1061.840000
10.168.22.224   10.170.9.117 8 1086.610000
10.168.22.224   10.159.57.26 8 1064.000000
10.170.10.169   10.31.175.210 8 1086.650000
10.170.10.169   10.159.24.237 8 1086.770000
10.170.10.169   10.168.22.224 8 1066.060000
10.170.10.169   10.31.203.120 8 1064.640000
10.170.10.169   10.158.2.130 8 1065.610000
10.170.10.169   10.158.8.226 8 1065.250000
10.170.10.169   10.170.5.94 6 1065.200000
10.170.10.169   10.170.9.117 6 1084.590000
10.170.10.169   10.159.57.26 8 1064.760000
10.31.203.120   10.31.175.210 6 1086.780000
10.31.203.120   10.159.24.237 8 1065.580000
10.31.203.120   10.168.22.224 8 1073.000000
10.31.203.120   10.170.10.169 8 1066.150000
10.31.203.120   10.158.2.130 8 1066.310000
10.31.203.120   10.158.8.226 8 1065.240000
10.31.203.120   10.170.5.94 8 1065.930000
10.31.203.120   10.170.9.117 8 1067.110000
10.31.203.120   10.159.57.26 8 1067.740000
10.158.2.130   10.31.175.210 8 1086.110000
10.158.2.130   10.159.24.237 8 1072.660000
10.158.2.130   10.168.22.224 8 1066.650000
10.158.2.130   10.170.10.169 8 1072.260000
10.158.2.130   10.31.203.120 8 1065.700000
10.158.2.130   10.158.8.226 6 1063.950000
10.158.2.130   10.170.5.94 8 1069.890000
10.158.2.130   10.170.9.117 8 1065.090000
10.158.2.130   10.159.57.26 8 1066.870000
10.158.8.226   10.31.175.210 8 1082.190000
10.158.8.226   10.159.24.237 8 1065.650000
10.158.8.226   10.168.22.224 8 1083.760000
10.158.8.226   10.170.10.169 8 1086.940000
10.158.8.226   10.31.203.120 8 1065.510000
10.158.8.226   10.158.2.130 6 1066.590000
10.158.8.226   10.170.5.94 8 1071.460000
10.158.8.226   10.170.9.117 8 1062.940000
10.158.8.226   10.159.57.26 8 1067.270000
10.170.5.94   10.31.175.210 8 1080.280000
10.170.5.94   10.159.24.237 8 1086.690000
10.170.5.94   10.168.22.224 8 1071.440000
10.170.5.94   10.170.10.169 6 1065.320000
10.170.5.94   10.31.203.120 8 1080.030000
10.170.5.94   10.158.2.130 8 1067.040000
10.170.5.94   10.158.8.226 8 1063.380000
10.170.5.94   10.170.9.117 6 1066.050000
10.170.5.94   10.159.57.26 8 1086.840000
10.170.9.117   10.31.175.210 8 1085.930000
10.170.9.117   10.159.24.237 8 1063.460000
10.170.9.117   10.168.22.224 8 1061.490000
10.170.9.117   10.170.10.169 6 1063.330000
10.170.9.117   10.31.203.120 8 1064.650000
10.170.9.117   10.158.2.130 8 1073.570000
10.170.9.117   10.158.8.226 8 1086.280000
10.170.9.117   10.170.5.94 6 1063.780000
10.170.9.117   10.159.57.26 8 1067.810000
10.159.57.26   10.31.175.210 8 1087.020000
10.159.57.26   10.159.24.237 6 1064.580000
10.159.57.26   10.168.22.224 8 1066.180000
10.159.57.26   10.170.10.169 8 1064.310000
10.159.57.26   10.31.203.120 8 1066.980000
10.159.57.26   10.158.2.130 8 1070.460000
10.159.57.26   10.158.8.226 8 1076.550000
10.159.57.26   10.170.5.94 8 1068.720000
10.159.57.26   10.170.9.117 8 1066.660000
