instance_type=c1.medium
10.28.220.60   10.28.187.182 4 877.970000
10.28.220.60   10.158.15.151 8 920.860000
10.28.220.60   10.31.140.61 8 820.730000
10.28.220.60   10.31.215.160 8 930.570000
10.28.220.60   10.28.191.62 4 913.720000
10.28.220.60   10.31.191.91 8 932.500000
10.28.220.60   10.159.18.101 8 920.290000
10.28.220.60   10.28.222.187 6 934.060000
10.28.220.60   10.31.171.59 8 908.470000
10.28.187.182   10.28.220.60 4 921.220000
10.28.187.182   10.158.15.151 8 934.490000
10.28.187.182   10.31.140.61 8 823.520000
10.28.187.182   10.31.215.160 8 936.510000
10.28.187.182   10.28.191.62 4 905.520000
10.28.187.182   10.31.191.91 8 935.220000
10.28.187.182   10.159.18.101 8 898.880000
10.28.187.182   10.28.222.187 6 919.700000
10.28.187.182   10.31.171.59 8 762.840000
10.158.15.151   10.28.220.60 8 925.320000
10.158.15.151   10.28.187.182 8 910.660000
10.158.15.151   10.31.140.61 8 1077.500000
10.158.15.151   10.31.215.160 8 1067.890000
10.158.15.151   10.28.191.62 8 930.540000
10.158.15.151   10.31.191.91 8 1084.330000
10.158.15.151   10.159.18.101 8 1069.870000
10.158.15.151   10.28.222.187 8 795.990000
10.158.15.151   10.31.171.59 8 1083.820000
10.31.140.61   10.28.220.60 8 813.400000
10.31.140.61   10.28.187.182 8 716.470000
10.31.140.61   10.158.15.151 8 1069.800000
10.31.140.61   10.31.215.160 6 1079.160000
10.31.140.61   10.28.191.62 8 813.360000
10.31.140.61   10.31.191.91 6 1058.500000
10.31.140.61   10.159.18.101 8 1071.360000
10.31.140.61   10.28.222.187 8 815.890000
10.31.140.61   10.31.171.59 6 1076.730000
10.31.215.160   10.28.220.60 8 908.510000
10.31.215.160   10.28.187.182 8 924.210000
10.31.215.160   10.158.15.151 8 1070.980000
10.31.215.160   10.31.140.61 6 1061.140000
10.31.215.160   10.28.191.62 8 931.010000
10.31.215.160   10.31.191.91 2 1077.440000
10.31.215.160   10.159.18.101 8 1059.420000
10.31.215.160   10.28.222.187 8 940.740000
10.31.215.160   10.31.171.59 6 1081.880000
10.28.191.62   10.28.220.60 4 925.770000
10.28.191.62   10.28.187.182 4 914.720000
10.28.191.62   10.158.15.151 8 935.800000
10.28.191.62   10.31.140.61 8 829.780000
10.28.191.62   10.31.215.160 8 934.200000
10.28.191.62   10.31.191.91 8 937.510000
10.28.191.62   10.159.18.101 8 897.940000
10.28.191.62   10.28.222.187 6 931.770000
10.28.191.62   10.31.171.59 8 934.110000
10.31.191.91   10.28.220.60 8 793.330000
10.31.191.91   10.28.187.182 8 933.270000
10.31.191.91   10.158.15.151 8 1082.120000
10.31.191.91   10.31.140.61 6 1062.540000
10.31.191.91   10.31.215.160 2 1062.820000
10.31.191.91   10.28.191.62 8 920.300000
10.31.191.91   10.159.18.101 8 1083.640000
10.31.191.91   10.28.222.187 8 936.670000
10.31.191.91   10.31.171.59 6 1082.770000
10.159.18.101   10.28.220.60 8 931.390000
10.159.18.101   10.28.187.182 8 872.520000
10.159.18.101   10.158.15.151 8 741.390000
10.159.18.101   10.31.140.61 8 763.630000
10.159.18.101   10.31.215.160 8 1073.540000
10.159.18.101   10.28.191.62 8 856.650000
10.159.18.101   10.31.191.91 8 1075.300000
10.159.18.101   10.28.222.187 8 656.420000
10.159.18.101   10.31.171.59 8 1075.470000
10.28.222.187   10.28.220.60 6 923.560000
10.28.222.187   10.28.187.182 6 916.330000
10.28.222.187   10.158.15.151 8 934.370000
10.28.222.187   10.31.140.61 8 830.210000
10.28.222.187   10.31.215.160 8 935.810000
10.28.222.187   10.28.191.62 6 915.800000
10.28.222.187   10.31.191.91 8 909.810000
10.28.222.187   10.159.18.101 8 932.710000
10.28.222.187   10.31.171.59 8 935.850000
10.31.171.59   10.28.220.60 8 928.930000
10.31.171.59   10.28.187.182 8 926.610000
10.31.171.59   10.158.15.151 8 1060.780000
10.31.171.59   10.31.140.61 6 1064.390000
10.31.171.59   10.31.215.160 6 1073.120000
10.31.171.59   10.28.191.62 8 820.770000
10.31.171.59   10.31.191.91 6 1079.230000
10.31.171.59   10.159.18.101 8 1066.370000
10.31.171.59   10.28.222.187 8 930.920000
