instance_type=c1.xlarge
10.168.33.189   10.31.152.86 8 1029.200000
10.168.33.189   10.168.32.120 6 1066.090000
10.168.33.189   10.168.1.229 6 1064.500000
10.168.33.189   10.31.199.78 8 1063.840000
10.168.33.189   10.168.33.143 1 5707.470000
10.168.33.189   10.170.7.88 8 1085.870000
10.168.33.189   10.31.187.118 8 1064.860000
10.168.33.189   10.159.19.74 8 1071.410000
10.168.33.189   10.158.0.86 8 1063.110000
10.31.152.86   10.168.33.189 8 4023.300000
10.31.152.86   10.168.32.120 8 4290.440000
10.31.152.86   10.168.1.229 8 3701.530000
10.31.152.86   10.31.199.78 4 1062.960000
10.31.152.86   10.168.33.143 8 1066.450000
10.31.152.86   10.170.7.88 8 1069.630000
10.31.152.86   10.31.187.118 6 1069.040000
10.31.152.86   10.159.19.74 8 1066.500000
10.31.152.86   10.158.0.86 8 1063.250000
10.168.32.120   10.168.33.189 6 1085.720000
10.168.32.120   10.31.152.86 8 1066.220000
10.168.32.120   10.168.1.229 6 1062.710000
10.168.32.120   10.31.199.78 8 1065.870000
10.168.32.120   10.168.33.143 6 1071.040000
10.168.32.120   10.170.7.88 8 1062.600000
10.168.32.120   10.31.187.118 8 1064.570000
10.168.32.120   10.159.19.74 8 1069.180000
10.168.32.120   10.158.0.86 8 1063.670000
10.168.1.229   10.168.33.189 6 1086.190000
10.168.1.229   10.31.152.86 8 1059.780000
10.168.1.229   10.168.32.120 6 1071.940000
10.168.1.229   10.31.199.78 8 1065.000000
10.168.1.229   10.168.33.143 6 1065.570000
10.168.1.229   10.170.7.88 8 1062.840000
10.168.1.229   10.31.187.118 8 1064.870000
10.168.1.229   10.159.19.74 8 1063.350000
10.168.1.229   10.158.0.86 8 1063.680000
10.31.199.78   10.168.33.189 8 1086.610000
10.31.199.78   10.31.152.86 4 1062.650000
10.31.199.78   10.168.32.120 8 1066.010000
10.31.199.78   10.168.1.229 8 1067.490000
10.31.199.78   10.168.33.143 8 1066.950000
10.31.199.78   10.170.7.88 8 1063.440000
10.31.199.78   10.31.187.118 6 1063.060000
10.31.199.78   10.159.19.74 8 1066.220000
10.31.199.78   10.158.0.86 8 1064.330000
10.168.33.143   10.168.33.189 1 4796.650000
10.168.33.143   10.31.152.86 8 1085.980000
10.168.33.143   10.168.32.120 6 1064.000000
10.168.33.143   10.168.1.229 6 1065.310000
10.168.33.143   10.31.199.78 8 1067.800000
10.168.33.143   10.170.7.88 8 1063.740000
10.168.33.143   10.31.187.118 8 1065.930000
10.168.33.143   10.159.19.74 8 1063.980000
10.168.33.143   10.158.0.86 8 1064.310000
10.170.7.88   10.168.33.189 8 1086.590000
10.170.7.88   10.31.152.86 8 1063.010000
10.170.7.88   10.168.32.120 8 1066.320000
10.170.7.88   10.168.1.229 8 1065.890000
10.170.7.88   10.31.199.78 8 1062.610000
10.170.7.88   10.168.33.143 8 1063.350000
10.170.7.88   10.31.187.118 8 1066.140000
10.170.7.88   10.159.19.74 8 1065.640000
10.170.7.88   10.158.0.86 8 1086.980000
10.31.187.118   10.168.33.189 8 1096.950000
10.31.187.118   10.31.152.86 6 1085.750000
10.31.187.118   10.168.32.120 8 1071.860000
10.31.187.118   10.168.1.229 8 1063.690000
10.31.187.118   10.31.199.78 6 1068.880000
10.31.187.118   10.168.33.143 8 1063.570000
10.31.187.118   10.170.7.88 8 1062.610000
10.31.187.118   10.159.19.74 8 1061.210000
10.31.187.118   10.158.0.86 8 1062.590000
10.159.19.74   10.168.33.189 8 1085.880000
10.159.19.74   10.31.152.86 8 1062.690000
10.159.19.74   10.168.32.120 8 1070.220000
10.159.19.74   10.168.1.229 8 1063.910000
10.159.19.74   10.31.199.78 8 1070.510000
10.159.19.74   10.168.33.143 8 1064.450000
10.159.19.74   10.170.7.88 8 1061.240000
10.159.19.74   10.31.187.118 8 1061.320000
10.159.19.74   10.158.0.86 8 1063.040000
10.158.0.86   10.168.33.189 8 1086.060000
10.158.0.86   10.31.152.86 8 1063.290000
10.158.0.86   10.168.32.120 8 1063.580000
10.158.0.86   10.168.1.229 8 1064.240000
10.158.0.86   10.31.199.78 8 1071.510000
10.158.0.86   10.168.33.143 8 1071.190000
10.158.0.86   10.170.7.88 8 1064.510000
10.158.0.86   10.31.187.118 8 1063.250000
10.158.0.86   10.159.19.74 8 1066.570000
