instance_type=c1.medium
10.30.138.120   10.30.165.69 6 837.830000
10.30.138.120   10.29.3.26 8 940.840000
10.30.138.120   10.30.164.215 6 864.850000
10.30.138.120   10.29.3.24 8 941.140000
10.30.138.120   10.28.147.227 8 941.060000
10.30.138.120   10.29.3.47 8 921.440000
10.30.138.120   10.29.234.166 8 941.120000
10.30.138.120   10.28.147.248 8 842.010000
10.30.138.120   10.30.138.159 6 935.780000
10.30.165.69   10.30.138.120 6 658.560000
10.30.165.69   10.29.3.26 8 926.560000
10.30.165.69   10.30.164.215 6 659.960000
10.30.165.69   10.29.3.24 8 928.950000
10.30.165.69   10.28.147.227 8 916.430000
10.30.165.69   10.29.3.47 8 919.370000
10.30.165.69   10.29.234.166 8 885.490000
10.30.165.69   10.28.147.248 8 660.770000
10.30.165.69   10.30.138.159 6 935.110000
10.29.3.26   10.30.138.120 8 926.520000
10.29.3.26   10.30.165.69 8 607.580000
10.29.3.26   10.30.164.215 8 296.140000
10.29.3.26   10.29.3.24 1 3228.420000
10.29.3.26   10.28.147.227 6 574.380000
10.29.3.26   10.29.3.47 1 3006.070000
10.29.3.26   10.29.234.166 8 613.960000
10.29.3.26   10.28.147.248 6 937.830000
10.29.3.26   10.30.138.159 8 935.820000
10.30.164.215   10.30.138.120 6 486.570000
10.30.164.215   10.30.165.69 6 932.870000
10.30.164.215   10.29.3.26 8 903.140000
10.30.164.215   10.29.3.24 8 858.460000
10.30.164.215   10.28.147.227 8 932.280000
10.30.164.215   10.29.3.47 8 907.090000
10.30.164.215   10.29.234.166 8 923.350000
10.30.164.215   10.28.147.248 8 933.310000
10.30.164.215   10.30.138.159 2 921.050000
10.29.3.24   10.30.138.120 8 775.670000
10.29.3.24   10.30.165.69 8 921.320000
10.29.3.24   10.29.3.26 1 4297.080000
10.29.3.24   10.30.164.215 8 573.520000
10.29.3.24   10.28.147.227 6 930.230000
10.29.3.24   10.29.3.47 1 4179.520000
10.29.3.24   10.29.234.166 8 932.370000
10.29.3.24   10.28.147.248 6 927.790000
10.29.3.24   10.30.138.159 8 936.220000
10.28.147.227   10.30.138.120 8 927.410000
10.28.147.227   10.30.165.69 8 917.120000
10.28.147.227   10.29.3.26 6 921.630000
10.28.147.227   10.30.164.215 8 891.910000
10.28.147.227   10.29.3.24 6 929.000000
10.28.147.227   10.29.3.47 6 867.850000
10.28.147.227   10.29.234.166 8 679.550000
10.28.147.227   10.28.147.248 1 4143.590000
10.28.147.227   10.30.138.159 8 933.530000
10.29.3.47   10.30.138.120 8 931.990000
10.29.3.47   10.30.165.69 8 556.140000
10.29.3.47   10.29.3.26 1 4029.600000
10.29.3.47   10.30.164.215 8 686.710000
10.29.3.47   10.29.3.24 1 3908.640000
10.29.3.47   10.28.147.227 6 482.930000
10.29.3.47   10.29.234.166 8 445.650000
10.29.3.47   10.28.147.248 6 656.720000
10.29.3.47   10.30.138.159 8 937.860000
10.29.234.166   10.30.138.120 8 928.400000
10.29.234.166   10.30.165.69 8 921.670000
10.29.234.166   10.29.3.26 8 906.640000
10.29.234.166   10.30.164.215 8 646.240000
10.29.234.166   10.29.3.24 8 919.800000
10.29.234.166   10.28.147.227 8 937.090000
10.29.234.166   10.29.3.47 8 890.430000
10.29.234.166   10.28.147.248 8 627.400000
10.29.234.166   10.30.138.159 8 937.550000
10.28.147.248   10.30.138.120 8 925.570000
10.28.147.248   10.30.165.69 8 663.350000
10.28.147.248   10.29.3.26 6 865.640000
10.28.147.248   10.30.164.215 8 906.660000
10.28.147.248   10.29.3.24 6 909.480000
10.28.147.248   10.28.147.227 1 4144.990000
10.28.147.248   10.29.3.47 6 764.760000
10.28.147.248   10.29.234.166 8 614.150000
10.28.147.248   10.30.138.159 8 934.470000
10.30.138.159   10.30.138.120 6 916.940000
10.30.138.159   10.30.165.69 6 918.280000
10.30.138.159   10.29.3.26 8 927.270000
10.30.138.159   10.30.164.215 2 917.980000
10.30.138.159   10.29.3.24 8 928.110000
10.30.138.159   10.28.147.227 8 921.190000
10.30.138.159   10.29.3.47 8 930.730000
10.30.138.159   10.29.234.166 8 917.640000
10.30.138.159   10.28.147.248 8 929.300000
